"","Intercept::Est","Intercept::SE","Intercept::t.val","Experiment2:Est","Experiment2:SE","Experiment2:t.val","Experiment3:Est","Experiment3:SE","Experiment3:t.val","GroupsDY:Est","GroupsDY:SE","GroupsDY:t.val","(Intercept):pval","Experiment2:pval","Experiment3:pval","GroupsDY:pval","(Intercept):pval.padj","Experiment2:pval.padj","Experiment3:pval.padj","GroupsDY:pval.padj","Pathway"
"HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)",-2.46270207969395,1.57460785895942,-1.56064278914803,-3.7170496415122,2.02417807624178,-1.87315176807902,-6.01821083105802,1.86197301739758,-3.30413292472877,1.0258685077102,1.59449843091139,0.653776385048523,0.164620847332847,0.129360076386241,0.00971402112854707,0.555019634578817,1,0.984588891306842,0.647982894326647,1,"HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)"
"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)",-7.91804063381211,1.30872900845661,-6.15988713492031,2.92579274179425,1.68238749196271,1.80510525308218,2.35856759861233,1.54757140767865,1.57878937169817,-1.40802300108968,1.32526097758163,-1.12573622555514,4.38683368310742e-05,0.194097748093307,0.237385720631678,0.394507902751438,0.0110018335053384,0.958733603326498,0.965167676423986,0.995589473937429,"HEMESYN2-PWY: heme b biosynthesis II (oxygen-independent)"
"HEMESYN2-PWY: heme biosynthesis II (anaerobic)",-0.819667664943616,1.33984658448881,-0.579881555557996,-5.61929902513766,1.72238952474298,-3.35631615991939,-7.68648880343251,1.58436792600485,-5.00732235405075,1.36501178778138,1.35677163331397,1.01173786370919,0.590435637942907,0.0130893070543196,0.00153607101123866,0.400296454577724,1,0.630194602783952,0.120991937440381,1,"HEMESYN2-PWY: heme biosynthesis II (anaerobic)"
"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)",6.4141516792968,1.70555700013791,3.80362704254065,-6.72129157017882,2.19251483333847,-3.06723874545806,-14.6782796480597,2.01682031232146,-7.32815765267332,0.813764760772724,1.72710173207635,0.464937720892482,0.00171841791160382,0.0059672549352755,3.1164987395263e-07,0.646907110674187,0.306470367336337,0.946787949955385,9.42045898646073e-05,1,"HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)"
"HISDEG-PWY: L-histidine degradation I",7.89017442383888,1.44630601809644,5.54591794882761,-1.49222867750293,1.85924445677673,-0.802024204707174,-10.0340408397281,1.71025615379246,-5.93428262559469,-0.822013746880717,1.4645758709705,-0.560829059462936,4.27962453062768e-05,0.435299933881376,1.07859256912781e-05,0.593894045446866,0.0104736290798301,1,0.00312775595870832,1,"HISDEG-PWY: L-histidine degradation I"
"HISTSYN-PWY: L-histidine biosynthesis",8.63260624732678,0.290926566114007,29.6974115941941,2.55624501360065,0.373989735649767,6.84146898615557,0.593768539514096,0.34402052108796,1.7275097699542,-0.24155632331049,0.294601573680561,-0.819939856975386,1.76998555883844e-21,3.6217639315667e-07,0.0989359367567449,0.425062927098726,5.89243789465131e-19,0.000117206398338733,1,1,"HISTSYN-PWY: L-histidine biosynthesis"
"HOMOSER-METSYN-PWY: L-methionine biosynthesis I",4.64917403633685,1.40751432604748,3.3693702898889,-4.99575251335764,1.80937725197456,-2.76813915518766,-12.1833737639264,1.66438499705754,-7.43380840295972,-0.875843721551936,1.42529415917633,-0.62315948454799,0.00553293462846821,0.0127246663112899,7.0907723619118e-07,0.561267678525313,0.572937503179504,0.994053355051636,0.000211791689706147,1,"HOMOSER-METSYN-PWY: L-methionine biosynthesis I"
"HSERMETANA-PWY: L-methionine biosynthesis III",8.5752187042577,0.337224355679038,25.4436352849393,2.28677567176722,0.433506122591925,5.27865939252014,1.50827079663261,0.398767634437316,3.78469088290016,-0.58418253651017,0.341484200612763,-1.71100799370064,8.10330559018284e-20,1.85035189387766e-05,0.000879430753846472,0.101496146380887,2.66287158690371e-17,0.00582001152765179,0.224545455079652,1,"HSERMETANA-PWY: L-methionine biosynthesis III"
"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)",9.9640866449637,0.254413340772528,39.2063314086907,3.1952139769579,0.327051528267808,9.78132225991363,0.966824880012489,0.300843650112019,3.21684377361498,-0.261065693490952,0.257627110366896,-1.01364059997235,1.65811702134249e-24,4.65844738047219e-10,0.00379962841627961,0.327370697348106,5.96579303652605e-22,1.62032075342861e-07,0.801723484108817,1,"ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)"
"KETOGLUCONMET-PWY: ketogluconate metabolism",-9.60714933526001,1.87236410297354,-5.19000771963281,3.87001860173356,2.40694744816387,1.63145506331942,6.09084647823911,2.21406962923739,2.80082693176304,3.29264662692157,1.89601595552755,1.76697752542973,0.000106684866679706,0.168748008631414,0.0238038151580861,0.133368670704929,0.0274527499940388,1,0.847705070164685,1,"KETOGLUCONMET-PWY: ketogluconate metabolism"
"LACTOSECAT-PWY: lactose and galactose degradation I",5.45290506143757,1.07387658670569,5.19508777081367,4.82544160249588,1.38048176949626,3.56731975338789,1.23623868729367,1.26985853467186,1.01964411033601,0.567357747703169,1.0874418813242,0.511242483609311,0.000324935959328397,0.0032326589043412,0.337910479094233,0.614759211487022,0.037261424359583,0.483791415877396,1,1,"LACTOSECAT-PWY: lactose and galactose degradation I"
"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis",5.60917326815654,1.49291066855966,3.82348850837769,-5.57396889555751,1.9191553172375,-2.91263643629629,-13.1262641411459,1.76536613000273,-7.53348794850415,-0.942414014135197,1.5117692350922,-0.640486549435932,0.00238679757145359,0.0093911759930912,7.48218954557678e-07,0.546291308861833,0.314452423104141,0.977424454946111,0.000222723338965751,1,"MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis"
"METH-ACETATE-PWY: methanogenesis from acetate",6.33101018125137,2.16242893877282,2.94974342554753,-0.836368375354467,2.77982941872738,-0.292634231508107,-7.38992500505351,2.55707115465277,-2.89423360106449,-0.752517075905457,2.18974491344737,-0.343145356624827,0.00836413634094404,0.776052139120779,0.00862497436252005,0.736734461309047,0.913196595799695,1,0.997415882503356,1,"METH-ACETATE-PWY: methanogenesis from acetate"
"METSYN-PWY: L-homoserine and L-methionine biosynthesis",5.60277709491946,1.53285900480813,3.72496771297528,-5.83396189599485,1.97050940260954,-2.96984242403321,-13.3166087838515,1.81260501793368,-7.46314461258135,-0.899262400918819,1.55222220190758,-0.595605244687452,0.00284204331776612,0.00852802112053801,7.11653992676448e-07,0.567632941347724,0.364235161721624,0.955465933347141,0.000212534882365787,1,"METSYN-PWY: L-homoserine and L-methionine biosynthesis"
"NAGLIPASYN-PWY: lipid IVA biosynthesis",5.48677211005747,0.951277672183123,6.05545074014423,-11.2899560995223,1.22287933309561,-9.61812344807031,-13.3911383998676,1.1248853786544,-12.4524821849603,0.196377167226783,0.963294287543704,0.252508712137533,7.71967420876616e-05,1.44206201384625e-07,9.30437738487500e-09,0.666628716741199,0.0185197003880081,4.9616186626425e-05,2.84148505635788e-06,1,"NAGLIPASYN-PWY: lipid IVA biosynthesis"
"NONMEVIPP-PWY: methylerythritol phosphate pathway I",-7.2049453278908,1.23221079594636,-5.92191085635865,1.28431646707895,1.58402237374286,0.820270906776379,17.0012245420821,1.45708865908642,11.8804733421376,0.834940397880764,1.24777618091336,0.69503919786949,3.26183563083525e-05,0.475269867389072,6.5452233992673e-10,0.54553027331205,0.00844713941285848,1,2.06270193092258e-07,1,"NONMEVIPP-PWY: methylerythritol phosphate pathway I"
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)",7.3448957028933,0.749372057306849,10.6131631169031,2.96238272810423,0.963327142512259,3.3382435311921,-15.2413911471411,0.886132088543722,-18.4390703056338,-0.31552045657147,0.758838184850826,-0.415440670965788,1.38681421337897e-06,0.0134941844924905,2.47904041045244e-11,0.619802144870471,0.000354413089736486,0.617921997904166,8.01239434002066e-09,1,"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)"
"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I",-8.5420825991152,0.900540880882051,-10.0424630074279,3.11602592876805,1.15765655395975,2.87553577497814,18.6532133764452,1.06488914793931,18.6632778452299,-0.227726845176823,0.911916585051795,-0.257430100579138,4.7119937095913e-07,0.0980173323091175,7.56982960266702e-12,0.678843834144053,0.000132676388366748,0.704714524061862,2.45939969963594e-09,1,"NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch) I"
"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)",8.08261481867652,0.341652816064529,23.6697305274913,3.43377606200888,0.439198963747779,7.82340459928762,2.13179393983965,0.404004286661222,5.28003086097106,-0.561620408640002,0.345968601662739,-1.62371332687022,4.72656863193438e-19,3.19625798581648e-08,1.79195319825616e-05,0.11936146998033,1.53580690898077e-16,1.04743574123075e-05,0.00497444626348407,1,"OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)"
"P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)",-7.16046979014831,1.40872652199928,-5.14181240278305,2.09236332110873,1.81093554501608,1.16619144924735,-0.292172000059523,1.66581841817329,-0.208531362270214,-1.18232770753971,1.42652166768399,-0.851463043028143,0.000185720956314183,0.338855415196458,0.718121718440952,0.491229975381245,0.0435563036699056,1,1,1,"P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)"
"P108-PWY: pyruvate fermentation to propanoate I",3.56711630347406,1.95804425853932,1.84757798181476,1.73667352763864,2.51709035865325,0.705679935609667,-7.02214759903026,2.31538637097863,-3.04936738156483,-1.16410417404461,1.98277842964612,-0.58641929549409,0.0869662699571821,0.498701911633862,0.00696409595910273,0.579938477198453,1,1,0.883912287074827,1,"P108-PWY: pyruvate fermentation to propanoate I"
"P125-PWY: superpathway of (R,R)-butanediol biosynthesis",-7.21582355395719,1.2724762204474,-5.76428777659966,2.04662301873351,1.63578408002536,1.2932566470889,-0.303393501695921,1.50470250371981,-0.201434852006426,-0.965539005425766,1.28855024146538,-0.791324430488992,6.61894146600072e-05,0.317836533532513,0.728372165970959,0.51427298292083,0.0169546630647946,0.993729296766481,1,0.992276809628785,"P125-PWY: superpathway of (R,R)-butanediol biosynthesis"
"P161-PWY: acetylene degradation",-5.13378734894528,1.9487272680982,-2.63491400598885,2.20800442490714,2.50511325103235,0.88562649147908,-3.30896756676779,2.30436903437256,-1.46023539660502,0.966980347955872,1.9733437462393,0.499157601434823,0.0202247209849755,0.424553779786486,0.211732953742813,0.630040585869652,0.961679758934909,1,1,1,"P161-PWY: acetylene degradation"
"P161-PWY: acetylene degradation (anaerobic)",-9.51104183710625,1.52370629886148,-6.36607099778325,3.01616627883339,1.9587434847589,1.60555619822041,13.232521914639,1.80178194766138,7.52343118137557,1.38695858061155,1.54295387825005,0.909058930643442,3.02216403733728e-05,0.220652289192157,5.00300914733291e-06,0.439115290563758,0.00781154936512574,0.987137754937306,0.00133615825219082,1,"P161-PWY: acetylene degradation (anaerobic)"
"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)",-5.61038022326873,1.70622548787548,-3.31449297052859,-1.38465696131792,2.19337418267737,-0.66598250138785,-3.56692986567081,2.01761079874176,-1.82702234335757,2.73205374687722,1.72777866420429,1.63072203618247,0.00657171633887493,0.557130047057588,0.147749859733766,0.198262896702533,0.608395541491724,1,0.986498866624112,0.994514246039905,"P162-PWY: L-glutamate degradation V (via hydroxyglutarate)"
"P164-PWY: purine nucleobases degradation I (anaerobic)",5.68843713862764,1.23625531889947,4.6987677218585,-0.578964112850514,1.58922165853237,-0.327084756169526,1.83161873702246,1.46187130548571,1.27909648877542,-0.355361366385951,1.25187179460271,-0.289901111800347,0.000316486207449963,0.747756477591607,0.219206454633596,0.770630461312924,0.0733383095340788,1,1,1,"P164-PWY: purine nucleobases degradation I (anaerobic)"
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",-3.51969099809319,1.68012264288225,-2.09021243581531,-2.08088892406037,2.15981864930301,-0.995690313881447,-4.49327942229322,1.98674419739835,-2.30388368093443,0.023904963678529,1.70134608599301,0.00882766176947177,0.0638655042127595,0.403918568141098,0.0626713708637778,0.822763522649631,0.998112595059714,1,0.954402872875266,1,"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I"
"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I",-8.5320561642255,0.892417101475367,-10.0699438930164,3.06838617436031,1.1472133340319,2.83399479532118,18.0068981686891,1.05528278279355,18.1499794907391,-0.314350323417252,0.903690185416277,-0.395603368035031,2.2814493529956e-07,0.0974408139985232,5.14002721115005e-12,0.629159250626174,6.58768918007178e-05,0.730772519962954,1.67454778332064e-09,1,"P41-PWY: pyruvate fermentation to acetate and (S)-lactate I"
"P42-PWY: incomplete reductive TCA cycle",-4.81271887153951,2.08630395282586,-2.30533992312518,-1.29029375126558,2.6819697981677,-0.491073919534129,4.45451909802935,2.46705339627787,1.81570927445407,0.772464850048196,2.11265831061167,0.366330310246864,0.0380459631267079,0.636859850650426,0.0994359446130209,0.707645548916838,0.997112027249594,1,1,1,"P42-PWY: incomplete reductive TCA cycle"
"P441-PWY: superpathway of N-acetylneuraminate degradation",-0.717118124665212,1.72615094372695,-0.391005065377592,-4.9019770092162,2.21898860512813,-2.23966076581495,-7.32981563986196,2.0411726404687,-3.65077214793393,0.117882760360239,1.7479558200019,0.0663112341918136,0.684694865902674,0.0592366835212804,0.00386256812152906,0.814853830271424,1,0.986876309041926,0.487674347698971,1,"P441-PWY: superpathway of N-acetylneuraminate degradation"
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",5.56519203076302,2.07370995810808,2.70531201105469,-4.95104186586535,2.66578006060544,-1.85373232825279,-5.40716368576112,2.45216100372927,-2.20863021810953,-1.27425128307801,2.09990522754903,-0.606770659820294,0.014591501672042,0.0836627537165694,0.0387820647212065,0.565737575363335,0.986776110204568,1,1,1,"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate"
"P562-PWY: myo-inositol degradation I",2.1893634498336,1.73524375777601,1.28524031456066,-7.77708989988914,2.23067753119611,-3.52252406540648,-5.37753036213058,2.0519248886016,-2.62994897596242,-0.321668413597046,1.75716349520261,-0.18893345141549,0.234478201460865,0.00434037899152552,0.0182202006821306,0.778018533063289,1,0.555584069367396,0.998952871543482,1,"P562-PWY: myo-inositol degradation I"
"P621-PWY: nylon-6 oligomer degradation",-7.98941432862824,1.32294552947269,-6.17098136937031,3.14446500871247,1.7006630073537,1.89395044395459,2.33274014980121,1.56438243677558,1.54673876575061,-1.43940630773194,1.33965708282408,-1.11725768859455,4.09512590443424e-05,0.161107719728873,0.257803920565695,0.379560120425325,0.0105836489960115,0.957436137295848,0.972107630248727,0.99419130932877,"P621-PWY: nylon-6 oligomer degradation"
"PANTO-PWY: phosphopantothenate biosynthesis I",9.01412795301188,0.284004568520615,31.7621300012868,2.50465769423026,0.36509142125827,6.86621265558837,1.61033764957591,0.335835262344297,4.79851509414196,-0.349657236804934,0.287592136861968,-1.21607606080406,3.17232797384648e-22,3.38334081921754e-07,6.45326667700994e-05,0.240450249073054,1.06136268078537e-19,0.000109590070049999,0.0173631357325141,1,"PANTO-PWY: phosphopantothenate biosynthesis I"
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I",8.99432648428139,0.688817705768417,14.3219152299741,2.6589946702472,0.885483767028198,3.30263543693883,-16.684146528059,0.814526597685142,-22.2407771730049,-0.405385909042773,0.697518905918297,-0.602512431819167,6.95328693128682e-09,0.014840854571772,4.04936500997266e-14,0.572974151856275,1.92881096006725e-06,0.660736481448618,1.36830182601022e-11,0.99957752241401,"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I"
"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)",-8.53267722085746,0.940618982465598,-9.47406152310168,3.21465065741792,1.20917745429136,2.78074072105814,19.0480953375928,1.11228148331505,18.0336187690841,-0.415226872287957,0.952500956408295,-0.491163586328704,1.33654343575235e-07,0.0823670784124267,1.79809374385298e-12,0.600500401689,4.00203820594292e-05,0.720364418613152,5.87871320938057e-10,1,"PANTOSYN-PWY: superpathway of coenzyme A biosynthesis I (bacteria)"
"PENTOSE-P-PWY: pentose phosphate pathway",4.09324935605491,1.96326892467066,2.12447291957582,-1.71277957757027,2.52380673224338,-0.665476207832881,1.87245776511682,2.3215645361047,0.819573256867822,1.06542315762424,1.98806909417638,0.536288874934409,0.0587551702149105,0.527070434175482,0.428016650539349,0.605743580678874,0.999899719387414,1,1,1,"PENTOSE-P-PWY: pentose phosphate pathway"
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",9.39046260509144,0.255952530601109,36.7205314074187,3.16628695850283,0.329030176023477,9.63308987331018,1.56211441692641,0.302663741325945,5.16605931748653,-0.468300874572914,0.259185743364047,-1.80724781122069,8.29415812536497e-24,6.17158616498581e-10,2.55658211891208e-05,0.0862195596704226,2.92095236609802e-21,2.13058484897283e-07,0.00701124226193463,1,"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)"
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",5.85193020434834,1.12891480204635,5.36855553751329,-12.1622364963389,1.45123408297808,-8.63290635793122,-13.2630026843963,1.33494119719443,-10.2454815052087,0.90836092228034,1.14317534378694,0.851714730498559,0.000352897061653778,4.44956810769989e-07,5.17608063702046e-08,0.471257350443391,0.0479366888829397,0.000151692603732033,1.55802602375011e-05,1,"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)"
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",-4.92013678239909,1.79267182778147,-2.74034886641102,-0.230674358962589,2.30450203270899,-0.11813934357235,-1.68226210032679,2.11983355308779,-0.812132622748209,-0.680527955349708,1.81531700116472,-0.384596853382602,0.015791086509886,0.801913920833494,0.474622063697697,0.675535049350477,0.956791658177631,1,1,1,"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II"
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",0.426996957652475,1.86100352763622,0.242032078815404,-6.45688247040355,2.39234328662584,-2.72533956977189,-5.45277122661399,2.20063575449846,-2.48506973911665,0.70182558294874,1.88451187249726,0.379005035703949,0.77006493629294,0.0218140569692365,0.0273178752413651,0.692759129044084,1,0.921858883017972,0.999059125091794,1,"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I"
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)",-7.69310646352652,1.59102843648924,-4.89117507503163,1.10715179922259,2.04528693381922,0.537001147357438,12.7716089795598,1.88139034223605,6.90187353858821,1.9886254545585,1.6111264344851,1.26088128309216,0.00020260834332528,0.587549377435935,1.10090593087286e-05,0.273245999921496,0.0501922236920944,1,0.00285956038162105,1,"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)"
"PPGPPMET-PWY: ppGpp biosynthesis",-3.18721079833834,1.73223085527468,-1.83062905763928,-0.762981922346988,2.22680440738669,-0.350876463074589,-4.53168351991873,2.04836213287826,-2.2525737946653,-0.129042618545755,1.75411253347679,-0.0827898466559736,0.103280862483664,0.70274814791312,0.0638279370851144,0.802820702230498,1,1,0.976099010087407,1,"PPGPPMET-PWY: ppGpp biosynthesis"
"PROPFERM-PWY: L-alanine fermentation to propanoate and acetate",-7.97019404542819,1.28448963781526,-6.34116720478644,2.3523193119675,1.65122747815042,1.45049141252239,-0.168077653556121,1.51890836383819,-0.120679319116567,0.237496631098643,1.30071541327875,0.21490261308302,3.45770147920157e-05,0.261827608665887,0.717007617585485,0.705862675206343,0.00883262779203592,0.984864323017837,1,1,"PROPFERM-PWY: L-alanine fermentation to propanoate and acetate"
"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)",-7.01196478319123,1.32888575789526,-5.37811815197828,1.97905040890437,1.70829924520963,1.20088149592749,-0.302936050314862,1.57140675395847,-0.202235856376927,-1.2737153910257,1.34567234868545,-0.976817111967138,0.000146224957456524,0.346136652557698,0.716414789204198,0.424118611378378,0.0335886950418669,1,0.994584381560455,0.995326007771835,"PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY: protocatechuate degradation II (ortho-cleavage pathway)"
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",-5.45897877797155,1.71805708536276,-3.17664464479912,-0.374034557287695,2.20858384907425,-0.196825468286778,-2.58522522711391,2.03160165694095,-1.32110660263618,0.340057653009278,1.73975971937386,0.189854111330337,0.00798849232060695,0.75374547557329,0.275536733102353,0.754080093600575,0.69169523512302,1,0.9977647524628,1,"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis"
"PWY-1042: glycolysis IV",-8.67354990417968,0.91639231408877,-9.8589024622544,3.19209018153515,1.17803376939881,2.87122560892914,19.471423149467,1.08363345989612,18.85686207141,-0.214769146814304,0.927968254825953,-0.278764731907794,4.14190094891881e-07,0.114256174049449,5.8009294382958e-12,0.649004726266168,0.000114492776991883,0.715469952603565,1.87798519744249e-09,1,"PWY-1042: glycolysis IV"
"PWY-1042: glycolysis IV (plant cytosol)",9.65943219336008,0.690713243990409,15.0117274687032,3.30667758840208,0.887920505095904,3.99963480699832,-17.5022628882203,0.8167680706987,-22.8873505105562,-0.403670062909037,0.699438388730161,-0.608021476328135,3.06504176468612e-10,0.00382820378074427,2.59983007344644e-14,0.567311140161338,8.77160954131981e-08,0.404392432619945,8.69403160574933e-12,1,"PWY-1042: glycolysis IV (plant cytosol)"
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis",-9.02679197537751,1.3624917751187,-6.76258280279197,3.16453366182169,1.75150020023245,1.83992070628415,1.87469072778684,1.61114585276722,1.1982221606462,0.58323887181657,1.37970287979645,0.432853853817721,8.04247326047745e-06,0.173935543705937,0.352751541872893,0.64705151559118,0.00216166791993101,0.973830851867984,0.999610534856438,1,"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis"
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I",6.1127174573247,1.39385410124742,4.49580938784936,-1.34272123240039,1.79181686231977,-0.731258139249874,-13.792463597338,1.64823178796197,-8.53830507710553,-0.351291124852964,1.41146137732804,-0.250965532533319,0.000830712561014443,0.479813098564802,2.52353208080036e-07,0.750537997384539,0.113691790771665,1,7.54974528909928e-05,1,"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I"
"PWY-1861: formaldehyde assimilation II (RuMP Cycle)",0.492594334300878,1.60933629575338,0.354212906063389,-5.62438981285688,2.06882191564631,-2.78005308327327,-8.00193146105922,1.90303937679547,-4.31128781926053,-1.04061802425308,1.62966556008638,-0.655380740421316,0.704847160682834,0.0266666725896051,0.00153366292868401,0.558305813037268,1,0.878750181692465,0.263199629842855,1,"PWY-1861: formaldehyde assimilation II (RuMP Cycle)"
"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)",-9.11776125079079,1.46909783321943,-6.27422713864252,3.23634028898999,1.88854361988403,1.731176399318,4.09561181097838,1.73720746394568,2.41271706649238,0.646767945817061,1.48765559411835,0.431953114529665,1.6118679991543e-05,0.169744990414327,0.0612886808240965,0.641224991139751,0.00424929882591868,0.988395733435424,0.905384743370989,1,"PWY-1861: formaldehyde assimilation II (assimilatory RuMP Cycle)"
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",2.64117926071244,1.61828977400252,1.67471986103447,-2.72780460911524,2.0803317238026,-1.29733838057242,2.28696183517517,1.91362686041362,1.20458886539084,1.54732453419808,1.63873213938625,0.951527258221557,0.132752225365475,0.231062334944847,0.244112962735843,0.367071219111876,1,1,1,1,"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type"
"PWY-2723: trehalose degradation V",-4.99611668980037,1.59814493033211,-3.14494219580598,-1.36046486174323,2.05443527556951,-0.685545691341607,-3.82874950741667,1.88980559269889,-2.06798033866876,1.55907101456808,1.61833282444529,0.986884667824309,0.00933568643274617,0.547601383084247,0.100062771998864,0.415755868698533,0.71499225380569,1,0.980432151513984,1,"PWY-2723: trehalose degradation V"
"PWY-2941: L-lysine biosynthesis II",4.42388500190826,1.33190531093645,3.39625456439305,4.42098592766017,1.71218091837114,2.64547899429435,5.70221485279774,1.57497737394191,3.68321476175316,-2.20957405862941,1.34873004496127,-1.64379963523543,0.00489439087402043,0.0242342874274022,0.00194431989215166,0.112701886886128,0.546656507160523,0.954247354391343,0.383728146893863,1,"PWY-2941: L-lysine biosynthesis II"
"PWY-2942: L-lysine biosynthesis III",9.19445187946467,0.246662593643575,37.3135814568015,2.77639688268462,0.317087845993742,8.76618776736016,1.73981673568418,0.291678395450888,5.97087153102505,-0.414158108655204,0.249778455182568,-1.65890517818189,5.80091166369322e-24,4.17175544572267e-09,3.21906774781008e-06,0.114344424670016,2.06371562356234e-21,1.39003935796742e-06,0.000938298892441973,1,"PWY-2942: L-lysine biosynthesis III"
"PWY-3001: superpathway of L-isoleucine biosynthesis I",7.36693715295015,0.976621552893713,7.8747116077257,2.86166019475089,1.25545920840193,2.3728830946694,-0.648145449933858,1.15485450510754,-0.537172653090944,0.837738930555239,0.988958314175036,0.843896891853482,5.05849150504886e-05,0.0382760514043038,0.598325016911029,0.407081662341425,0.00929061950220599,0.998717951436609,1,1,"PWY-3001: superpathway of L-isoleucine biosynthesis I"
"PWY-3841: folate transformations II",9.78361038765442,0.687265968845904,15.5221034383545,2.91226499867748,0.883488989826513,3.59675840463992,-17.4958240730805,0.812691669538823,-23.2622598999358,-0.558426175297934,0.695947567331323,-0.854663174513209,7.15117528025959e-10,0.0087044317699834,1.38031946983475e-14,0.469696124776523,2.03202542866091e-07,0.561339403929966,4.66734810522507e-12,1,"PWY-3841: folate transformations II"
"PWY-3841: folate transformations II (plants)",-8.63325861295455,0.934240830375262,-9.62739238330338,3.08935337019104,1.20097826008898,2.72367340130679,19.4556978566978,1.10473932161079,18.4866266430999,-0.0930128253272399,0.946042234992491,-0.152177396506502,3.07228606968163e-07,0.109450822005371,1.97173649681404e-12,0.725801484998289,8.82642673117225e-05,0.729623487076035,6.49539140200338e-10,0.997671354181606,"PWY-3841: folate transformations II (plants)"
"PWY-4041: &gamma;-glutamyl cycle",3.55445196230721,1.14545912176858,3.1984199703609,0.819892582110282,1.47250201268993,0.640306767817316,3.38094839276003,1.35450484711445,2.57495639346631,-0.186077400391486,1.15992865267429,-0.162371673391638,0.00798103921796661,0.553539154814553,0.0247345160925347,0.847126317250231,0.66809735880407,1,0.969999845729982,1,"PWY-4041: &gamma;-glutamyl cycle"
"PWY-4242: pantothenate and coenzyme A biosynthesis III",9.0057753048109,0.725027580692777,13.4398050067921,2.96776599368913,0.932032013658812,3.45283991029009,-16.7320282737658,0.857344756942301,-20.9404360729308,-0.328072424431268,0.734186186868199,-0.455453439491018,1.60832174137213e-08,0.0108260266591629,1.88151057234354e-12,0.640041182805097,4.39280370940624e-06,0.612665678324822,6.17270847283469e-10,1,"PWY-4242: pantothenate and coenzyme A biosynthesis III"
"PWY-4702: phytate degradation I",-7.99333792088264,1.33998844270873,-6.04947082976613,2.26097728586843,1.7225718852571,1.30806312124488,-0.105518045876476,1.58453567328001,-0.0935627004155137,0.350526162949794,1.35691528349823,0.279426608292145,4.27829855991647e-05,0.311654778134564,0.755028149486224,0.692270928411673,0.0108424054457064,0.997179417855176,1,1,"PWY-4702: phytate degradation I"
