Species,Abundance,OverallMean,Young.Mean,Old.Mean,Fold.Difference,p_Unadjusted,FDR,HigherIn
Pseudobutyrivibrio.sp.MD2005,0.00311515151515151,23.3636363636364,12.0909090909091,34.6363636363636,-0.964980544747082,0.0353044633548785,0.295593823906353,Old
Geobacteraceae.bacterium.GWC2.58.44,0.000563636363636364,4.22727272727273,2.18181818181818,6.27272727272727,-0.967741935483871,0.0131986091265987,0.222841873525708,Old
Bacteroides.fluxus,0.0134606060606061,100.954545454545,51.4545454545455,150.454545454545,-0.980639351643404,0.000303147208133998,0.0379483160243762,Old
Clostridium.sp.AF50.3,0.00120606060606061,9.04545454545454,4.54545454545455,13.5454545454545,-0.994974874371859,0.0471288088240246,0.319289398008496,Old
Lysobacter.enzymogenes,0.00109090909090909,8.18181818181818,4.09090909090909,12.2727272727273,-1,0.0153376297933755,0.234732529351627,Old
Thermoanaerobacterium.thermosaccharolyticum,0.000727272727272727,5.45454545454545,2.72727272727273,8.18181818181818,-1,0.0401067863601376,0.31218255328972,Old
Butyricimonas.virosa,0.0135272727272727,101.454545454545,48.3636363636364,154.545454545455,-1.04659498207885,0.000341263649783517,0.0379483160243762,Old
Sporosarcina.ureae,0.0015030303030303,11.2727272727273,5.36363636363636,17.1818181818182,-1.04838709677419,0.012362129996151,0.218398598657619,Old
Mailhella.sp.,0.207266666666667,1554.5,723.727272727273,2385.27272727273,-1.06886166262171,0.0150866781259367,0.234732529351627,Old
Clostridiales.bacterium.Firm.18,0.000951515151515152,7.13636363636364,3.27272727272727,11,-1.0828025477707,0.00234903619246955,0.0890161083462146,Old
Bacillus.foraminis,0.00115151515151515,8.63636363636364,3.81818181818182,13.4545454545455,-1.11578947368421,0.00209117582987701,0.0836470331950805,Old
Butyrivibrio.sp.AE2005,0.00126666666666667,9.5,4.18181818181818,14.8181818181818,-1.11961722488038,0.0267712948688117,0.281251627383256,Old
Thermoanaerobacterium.sp.RBIITD,0.000733333333333333,5.5,2.36363636363636,8.63636363636364,-1.1404958677686,0.0245940119012294,0.276682633888831,Old
Bacillus.simplex,0.00215151515151515,16.1363636363636,6.63636363636364,25.6363636363636,-1.17746478873239,0.0337052361366885,0.295593823906353,Old
Clostridium.aceticum,0.000927272727272727,6.95454545454545,2.81818181818182,11.0909090909091,-1.18954248366013,0.0257765612372635,0.281251627383256,Old
Candidatus.Arthromitus.sp.SFB.mouse,0.00349090909090909,26.1818181818182,10.1818181818182,42.1818181818182,-1.22222222222222,0.0222972808429886,0.268504746027966,Old
Tepidibacter.formicigenes,0.000563636363636364,4.22727272727273,1.63636363636364,6.81818181818182,-1.2258064516129,0.0267593558899619,0.281251627383256,Old
Hathewaya.proteolytica,0.000945454545454545,7.09090909090909,2.72727272727273,11.4545454545455,-1.23076923076923,0.0449239947086045,0.319289398008496,Old
Clostridium.nexile.CAG.348,0.000636363636363636,4.77272727272727,1.81818181818182,7.72727272727273,-1.23809523809524,0.0271032767384488,0.281251627383256,Old
Clostridiales.bacterium.oral.taxon.876,0.00165454545454545,12.4090909090909,4.63636363636364,20.1818181818182,-1.25274725274725,0.0036157702501508,0.115704648004826,Old
Blautia.sp.OM06.15AC,0.00043030303030303,3.22727272727273,1.18181818181818,5.27272727272727,-1.26760563380282,0.0342706536868745,0.295593823906353,Old
Dethiosulfatibacter.aminovorans,0.00124848484848485,9.36363636363636,3.36363636363636,15.3636363636364,-1.28155339805825,0.0152785229912459,0.234732529351627,Old
Propionibacterium.sp.,0.00365454545454545,27.4090909090909,9,45.8181818181818,-1.34328358208955,0.0275146279128903,0.281251627383256,Old
Paenibacillus.naphthalenovorans,0.000818181818181818,6.13636363636364,2,10.2727272727273,-1.34814814814815,0.0041096163026861,0.126904571708005,Old
Turicibacter.sanguinis,0.0301454545454545,226.090909090909,70.5454545454545,381.636363636364,-1.37595496582228,0.00161213743379132,0.0825184709652659,Old
Granulicatella.elegans,0.000521212121212121,3.90909090909091,1.09090909090909,6.72727272727273,-1.44186046511628,0.0206884552348168,0.263640491487931,Old
Bacteroides.sp.AR29,0.0011030303030303,8.27272727272727,2.27272727272727,14.2727272727273,-1.45054945054945,0.000377273834537439,0.0388053086952794,Old
Bacteroides.sp.D20,0.00165454545454545,12.4090909090909,3.36363636363636,21.4545454545455,-1.45787545787546,0.000940032965037869,0.0620055342803354,Old
Romboutsia.ilealis,0.00143030303030303,10.7272727272727,2.45454545454545,19,-1.54237288135593,0.00027324772202768,0.0379483160243762,Old
Bifidobacterium.pseudolongum,0.0288969696969697,216.727272727273,47.6363636363636,385.818181818182,-1.56040268456376,0.0012886552209792,0.0742265407284021,Old
Bacteroides.sp.AF39.16AC,0.00173939393939394,13.0454545454545,1.81818181818182,24.2727272727273,-1.7212543554007,0.00018397080049279,0.037570050917123,Old
Bacteroides.sp.A1C1,0.00181818181818182,13.6363636363636,1.81818181818182,25.4545454545455,-1.73333333333333,0.000118069596326602,0.0340040437420615,Old
