feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
GALACT.GLUCUROCAT.PWY..superpathway.of.hexuronide.and.hexuronate.degradation	Experiment	3	-2.97293911782105	0.407643681690034	30	18	9.58323286781347e-08	5.1456964179639e-07
GLUDEG.I.PWY..GABA.shunt	Experiment	3	-3.82161831119103	0.52401487497768	30	10	9.58386233987774e-08	5.1456964179639e-07
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	Experiment	3	-4.30020626481298	0.589788805006475	30	29	9.62743200780343e-08	5.1456964179639e-07
PWY.5136..fatty.acid..beta..oxidation.II..peroxisome.	Experiment	3	-2.66149312016407	0.367994628828677	30	11	1.11085729477721e-07	5.9034130522446e-07
PWY.7315..dTDP.N.acetylthomosamine.biosynthesis	Experiment	3	-2.55390067448044	0.354562824377987	30	30	1.19382805688721e-07	6.30829598241539e-07
COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I	Experiment	3	-1.21753286409999	0.169111375181714	30	9	1.20369685582761e-07	6.32450890350101e-07
BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I	Experiment	3	-2.71675407608649	0.380388201274638	30	12	1.38593851150164e-07	7.24113941402544e-07
BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I	Experiment	2	-2.93155343700726	0.413525572221951	30	12	1.57826274100742e-07	8.1999125650106e-07
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis	Experiment	3	-1.88196087040271	0.266367296224577	30	16	1.67385194039741e-07	8.64823502538662e-07
PWY.6519..8.amino.7.oxononanoate.biosynthesis.I	Experiment	3	-2.64339627934175	0.378367261360453	30	12	2.03401008480066e-07	1.04509910434509e-06
PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation	Experiment	2	-4.73331426515176	0.678990221321048	30	22	2.11203012162008e-07	1.07922418302565e-06
PWY.6519..8.amino.7.oxononanoate.biosynthesis.I	Experiment	2	-2.85943044728726	0.411328578909226	30	12	2.21602648731867e-07	1.12617739519473e-06
PWY.2942..L.lysine.biosynthesis.III	Experiment	3	0.994771679937349	0.143158840764708	30	30	2.23237511751577e-07	1.12832003222265e-06
GLUCONEO.PWY..gluconeogenesis.I	Experiment	2	-1.75164049385749	0.254355383633687	30	28	2.60449421632126e-07	1.30928628171826e-06
ARO.PWY..chorismate.biosynthesis.I	Experiment	3	1.00218308813099	0.145632917709112	30	30	2.63717063250834e-07	1.31858531625417e-06
PWY.5097..L.lysine.biosynthesis.VI	Experiment	3	0.991799849913913	0.145752805508232	30	30	3.19368244371435e-07	1.58830196398628e-06
FAO.PWY..fatty.acid..beta..oxidation.I	Experiment	3	-2.66483957254776	0.394281395092233	30	11	3.58193102575861e-07	1.77191268827421e-06
PWY.5022..4.aminobutanoate.degradation.V	Experiment	2	-3.698862929299	0.547521829911208	30	10	3.6096210061068e-07	1.77616271729065e-06
PWY.5103..L.isoleucine.biosynthesis.III	Experiment	3	1.14415879155267	0.17035790479767	30	30	3.98401571591895e-07	1.95007085042348e-06
COBALSYN.PWY..adenosylcobalamin.salvage.from.cobinamide.I	Experiment	2	-1.23341615343943	0.183843447186125	30	9	4.05600565143081e-07	1.97491374650819e-06
PWY.6305..superpathway.of.putrescine.biosynthesis	Experiment	3	2.26830301655418	0.340003111961936	30	10	4.45745590102417e-07	2.15908020205858e-06
PWY.6936..seleno.amino.acid.biosynthesis	Experiment	3	-2.21304748149729	0.332308348014583	30	19	4.59144495324083e-07	2.21245793083626e-06
GLUDEG.I.PWY..GABA.shunt	Experiment	2	-3.78767894093954	0.569664228022435	30	10	4.71595156113372e-07	2.26073966590431e-06
PWY.7234..inosine.5..phosphate.biosynthesis.III	Experiment	2	2.52429470287665	0.390260956962859	30	30	7.43967206949371e-07	3.54815129468162e-06
PWY.6527..stachyose.degradation	Experiment	3	0.794487279999211	0.123177074817288	30	30	7.79190081602303e-07	3.69717742801093e-06
P161.PWY..acetylene.degradation..anaerobic.	Experiment	3	2.85420379494976	0.444301072748336	30	9	8.32137029449886e-07	3.92836262633703e-06
PWY0.301..L.ascorbate.degradation.I..bacterial..anaerobic.	Experiment	3	3.19134435044068	0.502082191811285	30	9	9.88572063962721e-07	4.64329302770369e-06
PWY.8004..Entner.Doudoroff.pathway.I	Experiment	3	2.25745307216327	0.359935358212718	30	9	1.22574328670742e-06	5.72834802330605e-06
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	Experiment	3	-1.64907431485798	0.266763814573964	30	9	1.54312041281088e-06	7.17550991957058e-06
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.	Experiment	2	-2.51860452792284	0.41939911460464	30	28	2.42875721252243e-06	1.12375333713724e-05
ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose.	Experiment	3	1.10005476654261	0.184708828064405	30	30	2.76070890227014e-06	1.27101944510457e-05
PWY.4041...gamma..glutamyl.cycle	Experiment	3	2.6361491660417	0.446027330802764	30	28	3.10379807862413e-06	1.42193705079825e-05
FUCCAT.PWY..fucose.degradation	Experiment	3	3.373237716164	0.575936989135619	30	21	3.5632168101717e-06	1.62440766346063e-05
PWY.5136..fatty.acid..beta..oxidation.II..peroxisome.	Experiment	2	-2.33415621607993	0.400052338508557	30	11	3.77548716484682e-06	1.71278198210124e-05
PWY.6969..TCA.cycle.V..2.oxoglutarate.synthase.	Experiment	3	2.77319056279051	0.475631361269193	30	9	3.81564525184451e-06	1.7225971282599e-05
PWY.5913..partial.TCA.cycle..obligate.autotrophs.	Experiment	3	2.34309483268382	0.402547443059411	30	9	3.91465082375585e-06	1.75875616719466e-05
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	Experiment	3	0.852929350207739	0.147003476476879	30	30	4.10779734643062e-06	1.83665939047138e-05
HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.	Experiment	3	-1.6564931146073	0.286178005229857	30	9	4.25729010057891e-06	1.89439224571215e-05
PWY.621..sucrose.degradation.III..sucrose.invertase.	Experiment	3	4.00091356670869	0.697536682713558	30	26	4.88017752376978e-06	2.16122147481233e-05
PWY.5973..cis.vaccenate.biosynthesis	Experiment	3	1.2869435322727	0.225635259281078	30	30	5.305600014849e-06	2.33848721033629e-05
ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis	Experiment	2	-1.65304381491056	0.290002841045438	30	9	5.35485249012777e-06	2.34906264897114e-05
PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate.	Experiment	3	1.81446639919404	0.321061459775317	30	30	6.07800070655255e-06	2.64140266226709e-05
PWY.5690..TCA.cycle.II..plants.and.fungi.	Experiment	3	-3.54490661920803	0.627255334583407	30	16	6.07806634113073e-06	2.64140266226709e-05
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing.	Experiment	3	0.81783112718484	0.144841877074658	30	30	6.15916376824236e-06	2.66419642068158e-05
HISDEG.PWY..L.histidine.degradation.I	Experiment	2	-3.63596130885859	0.645552794897989	30	24	6.38896427584838e-06	2.7508040632125e-05
PWY1ZNC.1..assimilatory.sulfate.reduction.IV	Experiment	3	1.99681957250618	0.355440766422042	30	9	6.63441012005789e-06	2.84331862288195e-05
ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle.	Experiment	3	0.917320462856709	0.163602212827323	30	30	6.8249276675754e-06	2.91155171139685e-05
PWY.7663..gondoate.biosynthesis..anaerobic.	Experiment	3	1.37595264029118	0.246148136909467	30	30	7.13606704722414e-06	3.03038463649244e-05
SO4ASSIM.PWY..assimilatory.sulfate.reduction.I	Experiment	3	1.81075370600478	0.325994629144402	30	9	7.82703908141767e-06	3.30870288441747e-05
PWY.6731..starch.degradation.III	Experiment	3	2.47749019790824	0.446553099295703	30	14	7.96154367822282e-06	3.35033286006661e-05
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	Experiment	3	-1.41728021220729	0.257921100008551	30	8	9.14551309566964e-06	3.83122845899674e-05
CALVIN.PWY..Calvin.Benson.Bassham.cycle	Experiment	3	0.964431434830145	0.17598402978283	30	30	9.50654111109567e-06	3.96461131538968e-05
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I	Experiment	2	-1.36254003538859	0.24905015518977	30	17	9.74019579701602e-06	4.04392057643969e-05
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	Experiment	3	0.536328583276896	0.0992138187925663	30	30	1.15535130583013e-05	4.77545206409789e-05
HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.	Experiment	2	-1.66927435377326	0.311108291407206	30	9	1.2838731107996e-05	5.28319465948509e-05
CENTFERM.PWY..pyruvate.fermentation.to.butanoate	Experiment	3	-3.71260860699634	0.692764337817636	30	20	1.3057942664872e-05	5.34972981424272e-05
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.	Experiment	2	-2.92599417911944	0.5476914171206	30	11	1.3643369640367e-05	5.56505866909705e-05
THISYN.PWY..superpathway.of.thiamin.diphosphate.biosynthesis.I	Experiment	2	-1.5028544926482	0.281751484910849	30	17	1.39491439624061e-05	5.6649361943396e-05
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	Experiment	3	-3.61369041495139	0.681266850167282	30	20	1.50770015934039e-05	6.09635281820243e-05
FAO.PWY..fatty.acid..beta..oxidation.I	Experiment	2	-2.2727107072115	0.428629066242428	30	11	1.51600135788107e-05	6.10338209017055e-05
PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	Experiment	3	0.587899862542936	0.111139034673676	30	30	1.56665878830173e-05	6.2801408324164e-05
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	Experiment	2	-2.89885497820498	0.549874732669314	30	20	1.64222654985446e-05	6.55480983418305e-05
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing.	Experiment	3	1.97720232525164	0.385791074451396	30	28	2.41660685683117e-05	9.60446314894438e-05
GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation	Experiment	2	-1.42800342946091	0.280389796822708	30	8	2.63017612736046e-05	0.000104087821210435
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	Experiment	2	-2.53965381764785	0.503631584074527	30	25	3.00267765024549e-05	0.000118325856556284
PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.	Experiment	3	-2.53889845285873	0.503802828668218	30	11	3.0282308052025e-05	0.000118829310077566
PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage	Experiment	3	3.22852145158454	0.643924406499074	30	16	3.24016939960982e-05	0.000126611661413325
PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	Experiment	3	0.729212285183864	0.147031910063626	30	30	3.73898639582969e-05	0.00014549193925195
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	Experiment	2	-3.33267498361704	0.676292851238062	30	22	4.06520825589597e-05	0.000157243990994292
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I	Experiment	3	3.03189430638618	0.615367740857904	30	16	4.07481740103487e-05	0.000157243990994292
TCA..TCA.cycle.I..prokaryotic.	Experiment	3	-2.99359162220356	0.608412469403119	30	18	4.14676948483704e-05	0.000159359323177622
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV	Experiment	2	-3.3063420374031	0.680327284917782	30	14	4.86374040875709e-05	0.000186143151446259
UDPNAGSYN.PWY..UDP.N.acetyl.D.glucosamine.biosynthesis.I	Experiment	3	2.04056421665546	0.430226940788339	30	30	6.6235041407837e-05	0.000252453231595444
PWY.7316..dTDP.N.acetylviosamine.biosynthesis	Experiment	2	2.2010200124628	0.466536522259716	30	9	7.07948139736376e-05	0.000268731334675441
HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I	Experiment	2	-1.54059376515965	0.330129223763883	30	14	8.10336480098067e-05	0.000306346718085855
METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis	Experiment	2	-1.5117223706599	0.324352316759463	30	14	8.23053596907848e-05	0.000309894674139392
PWY.5675..nitrate.reduction.V..assimilatory.	Experiment	3	-2.1404298677319	0.461215891050564	30	8	8.67459480283822e-05	0.000325297305106433
PWY.7323..superpathway.of.GDP.mannose.derived.O.antigen.building.blocks.biosynthesis	Experiment	2	-2.71453306608925	0.588815234132769	30	22	9.40651423055122e-05	0.00035132763993625
PWY.6143..CMP.pseudaminate.biosynthesis	Experiment	3	-2.34370385477351	0.511996675302363	30	11	0.000102514384845623	0.000381353511625718
PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle.	Experiment	3	-1.95534829821373	0.428441415053169	30	8	0.000106292497696755	0.000393832760390367
PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation	Experiment	3	-1.26676419508683	0.278098270754809	30	7	0.000108780834437775	0.000401453079472742
PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.	Experiment	3	3.71098407383778	0.81814411514996	30	20	0.000114446063767063	0.000420691064440191
PWY.6700..queuosine.biosynthesis	Experiment	2	-0.534503529148727	0.118264275446756	30	19	0.000119471259377895	0.000437434138667096
TRNA.CHARGING.PWY..tRNA.charging	Experiment	3	0.478897068550874	0.107526074174059	30	30	0.000142107839615228	0.000518275650361421
GLYOXYLATE.BYPASS..glyoxylate.cycle	Experiment	3	-1.19669270844164	0.273643628176103	30	7	0.00017572797235643	0.000638386774576092
PWY.7383..anaerobic.energy.metabolism..invertebrates..cytosol.	Experiment	2	-2.63667386896795	0.604051149242064	30	22	0.000179560886119412	0.000649772856385421
PWY.7664..oleate.biosynthesis.IV..anaerobic.	Experiment	3	3.55072584213222	0.81408663052321	30	20	0.000181164677829895	0.000653035466596135
FASYN.ELONG.PWY..fatty.acid.elongation....saturated	Experiment	3	3.50802455825205	0.806372989176547	30	20	0.000186601224090441	0.000670035283413553
MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis	Experiment	2	-1.64662348474407	0.382571962521912	30	14	0.000210766860022629	0.000753896845465557
PWY.5104..L.isoleucine.biosynthesis.IV	Experiment	2	0.671386068795926	0.156737707167559	30	19	0.000222490220038244	0.000792781243814431
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	Experiment	3	3.38296465901295	0.791124004159634	30	20	0.00022683101020252	0.000805163509497493
PWY.5675..nitrate.reduction.V..assimilatory.	Experiment	2	-2.14178646178985	0.501394534913135	30	8	0.000229524034221563	0.000811624911886135
PWY.5083..NAD.NADH.phosphorylation.and.dephosphorylation	Experiment	2	-1.29092686812105	0.302324693990147	30	7	0.000230526046446517	0.00081208039089114
PWY.6607..guanosine.nucleotides.degradation.I	Experiment	3	1.61922684512272	0.380040725162575	30	7	0.000236250535361821	0.000829105652401864
HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.	Experiment	3	-1.36919222414037	0.322907910366202	30	7	0.000249303447532385	0.000871624835357586
SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.	Experiment	3	-2.53343098861092	0.598001125247588	30	9	0.000251734617387403	0.000876828442585337
PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation	Experiment	3	3.31701429094044	0.792022711903392	30	21	0.000285882803321363	0.000992055996600253
PWY.1861..formaldehyde.assimilation.II..RuMP.Cycle.	Experiment	2	-1.94792708456043	0.465764923122648	30	8	0.000290278839580469	0.0010035662483637
HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.	Experiment	2	-1.02810384204388	0.246606895546552	30	14	0.000300510987571403	0.00103509340163483
PWY.6608..guanosine.nucleotides.degradation.III	Experiment	3	1.74230978055874	0.418452059742789	30	30	0.00030471244390175	0.00104569215065914
PWY66.399..gluconeogenesis.III	Experiment	3	2.77860870579838	0.668580531908756	30	25	0.000310940784921673	0.00106314312491601
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	Experiment	3	1.38736733915261	0.336411482712844	30	30	0.000338095661090535	0.00115175444986885
PWY.5971..palmitate.biosynthesis..type.II.fatty.acid.synthase.	Experiment	3	2.68720521440777	0.655515776155405	30	7	0.000360621523212259	0.00122400735980803
P108.PWY..pyruvate.fermentation.to.propanoate.I	Experiment	3	-3.07827892918413	0.75338361287014	30	20	0.000373522313841369	0.00126318455226354
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	Experiment	3	2.77634534110309	0.683361846758701	30	7	0.000396840176348295	0.00133717885508665
X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis	Experiment	2	-0.463568244466728	0.114593581614945	30	19	0.000415350774085729	0.00139449898880768
PWY66.400..glycolysis.VI..metazoan.	Experiment	2	0.58536430664372	0.145964799612577	30	19	0.000455099631202244	0.00152245560078449
ANAEROFRUCAT.PWY..homolactic.fermentation	Experiment	3	1.26119736913795	0.315187182155529	30	29	0.000465772997052589	0.00154703174021038
GLYOXYLATE.BYPASS..glyoxylate.cycle	Experiment	2	-1.19068724601543	0.297481986947102	30	7	0.000464403639474743	0.00154703174021038
GALACTUROCAT.PWY..D.galacturonate.degradation.I	Experiment	3	-3.03295043411148	0.760016699555661	30	27	0.000479058586916542	0.00158549639086258
COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis	Experiment	2	-2.0731706369013	0.521973738426028	30	23	0.000503171884090029	0.00165939663902031
PWY.6151..S.adenosyl.L.methionine.cycle.I	Experiment	2	-0.329463370798883	0.0829867327641849	30	19	0.000505429064360777	0.00166095063553188
PWY0.162..superpathway.of.pyrimidine.ribonucleotides.de.novo.biosynthesis	Experiment	2	-2.68540123680263	0.676727449024807	30	21	0.000507878371833054	0.00166312283734064
SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II	Experiment	3	-1.91880698019316	0.489369987830826	30	27	0.000574314427786136	0.0018740786590916
HEME.BIOSYNTHESIS.II..heme.biosynthesis.I..aerobic.	Experiment	2	-1.37589110436412	0.351037908015369	30	7	0.000576527741412274	0.00187472307522173
P441.PWY..superpathway.of.N.acetylneuraminate.degradation	Experiment	3	-1.739126705737	0.444161244120276	30	7	0.00058249938671497	0.00188754156670704
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	Experiment	3	-2.12288382473202	0.542723821331201	30	26	0.000588577246484599	0.00190061402510652
P562.PWY..myo.inositol.degradation.I	Experiment	2	-2.15818429304699	0.561345199696844	30	14	0.00070011051126146	0.00225295078018394
PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	Experiment	2	-0.408561822203591	0.109007316216609	30	19	0.000898815207925871	0.00288240739093469
POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I	Experiment	2	-1.56861439474261	0.421891825713998	30	12	0.000970989596327543	0.00310316262743854
PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast.	Experiment	3	-0.812428550157936	0.220106809024047	30	8	0.00104079858092527	0.00331487219267294
PWY.6703..preQ0.biosynthesis	Experiment	3	1.15690490361565	0.316340604569801	30	30	0.00113553310778731	0.00360425184383003
P441.PWY..superpathway.of.N.acetylneuraminate.degradation	Experiment	2	-1.75102041925682	0.482854179015506	30	7	0.00122868721473882	0.00388666363845952
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.	Experiment	3	-0.961867295779669	0.271401297170753	30	30	0.00151626956049756	0.00478010403817875
PWY0.1296..purine.ribonucleosides.degradation	Experiment	3	0.852650252414072	0.242759836477926	30	30	0.00164392427643821	0.00516503235502544
PANTO.PWY..phosphopantothenate.biosynthesis.I	Experiment	3	0.8653816932915	0.247539411282037	30	30	0.00171381645914225	0.0053664959831727
GLUCONEO.PWY..gluconeogenesis.I	Experiment	3	-0.816544284802255	0.233972922992555	30	28	0.0017402394945753	0.00543094875823835
ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine.	Experiment	3	0.556298604105654	0.164343497388649	30	30	0.00226910822405468	0.00704930447248067
P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate	Experiment	3	-2.6413856323496	0.78052242825235	30	21	0.00227396918467118	0.00704930447248067
GLCMANNANAUT.PWY..superpathway.of.N.acetylglucosamine..N.acetylmannosamine.and.N.acetylneuraminate.degradation	Experiment	3	1.53940922834769	0.463273676986492	30	25	0.00265213463709657	0.00819430303156083
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV	Experiment	3	-2.07084523874267	0.625810081822544	30	14	0.00274561387192121	0.0084550360956514
PWY.6936..seleno.amino.acid.biosynthesis	Experiment	2	1.19453588154294	0.361257261151606	30	19	0.00276254439326894	0.00847909665260764
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	Experiment	2	-2.82468800963269	0.860042465624304	30	20	0.00292056924238887	0.00893463616915017
ANAEROFRUCAT.PWY..homolactic.fermentation	Experiment	2	-1.12328133089353	0.342644591554474	30	29	0.0029653180127019	0.00904178935020579
FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation	Experiment	3	1.52639151367432	0.465967488231972	30	12	0.00298405043729661	0.00906917289766618
FASYN.ELONG.PWY..fatty.acid.elongation....saturated	Experiment	2	-2.86516978625822	0.876619860069748	30	20	0.00303903633483178	0.00917631101101804
SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis	Experiment	2	-2.08760345680799	0.638698489359904	30	13	0.00303829129881617	0.00917631101101804
PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II	Experiment	3	0.795275418995522	0.244750511512372	30	30	0.00318718056509042	0.00959248519590319
PWY.7664..oleate.biosynthesis.IV..anaerobic.	Experiment	2	-2.87274709094932	0.885005472297218	30	20	0.00321354743432227	0.0096406423029668
PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.	Experiment	2	-2.87728796390231	0.889416423127018	30	20	0.00330265408981907	0.00987610386987696
PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis	Experiment	2	0.255039971183098	0.0792170254729262	30	19	0.00343251514659388	0.0102315355331164
ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion	Experiment	3	-0.573836594853024	0.178908989402155	30	5	0.00353705201934947	0.010509451686885
VALSYN.PWY..L.valine.biosynthesis	Experiment	3	0.3696524851631	0.116377472370412	30	30	0.00382026130874697	0.0113147866787729
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	Experiment	3	-0.623919890425489	0.196515407750406	30	5	0.00383358145369271	0.0113181928632832
METH.ACETATE.PWY..methanogenesis.from.acetate	Experiment	3	-1.23401743571207	0.389932572980207	30	22	0.00393166307272154	0.0115710337266805
PWY0.781..aspartate.superpathway	Experiment	3	-0.606160006248425	0.193731517060158	30	5	0.00429483599734537	0.0125999920426852
PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation.	Experiment	2	-2.41521091043234	0.775168802118335	30	16	0.00443596708350965	0.0129731112819622
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	Experiment	3	-1.05485974999728	0.340168622601811	30	5	0.00459943186255524	0.0134090019817441
SO4ASSIM.PWY..sulfate.reduction.I..assimilatory.	Experiment	2	-2.01249012244395	0.650095761852609	30	9	0.00465973345176593	0.0135423503441947
PWY.6629..superpathway.of.L.tryptophan.biosynthesis	Experiment	3	-0.824289803364073	0.266489411481896	30	5	0.00468885278819256	0.0135845267695299
SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis	Experiment	3	-1.80597693686179	0.587517159383901	30	13	0.00491504356629903	0.0141956227225407
PWY.2723..trehalose.degradation.V	Experiment	3	-0.70393188577032	0.229442793843043	30	5	0.00498660283418423	0.0143577109467224
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	Experiment	3	-0.630728866763343	0.205765568297606	30	5	0.00501997270851889	0.0144091809226005
GLYCOCAT.PWY..glycogen.degradation.I..bacterial.	Experiment	3	-0.698382201516508	0.228037460114386	30	5	0.00505324949872313	0.0144600677963462
COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis	Experiment	3	1.45691284065765	0.480146005011527	30	23	0.005414179247563	0.0154453579761766
PWY.821..superpathway.of.sulfur.amino.acid.biosynthesis..Saccharomyces.cerevisiae.	Experiment	2	-0.637683523231512	0.213634771446932	30	5	0.00610466850048837	0.017361901239921
PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II	Experiment	3	-1.7761832780276	0.597326593444343	30	29	0.0062751033790293	0.0177381341717242
PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II	Experiment	3	-1.7761832780276	0.597326593444343	30	29	0.0062751033790293	0.0177381341717242
PWY.1042..glycolysis.IV..plant.cytosol.	Experiment	2	0.240983519906051	0.0815360685813827	30	19	0.00655438888684311	0.0184714595901942
PWY.2941..L.lysine.biosynthesis.II	Experiment	2	1.78121355031126	0.604328767589089	30	28	0.00668414610261114	0.0187802292309014
PWY.5505..L.glutamate.and.L.glutamine.biosynthesis	Experiment	2	-0.850895197659811	0.289571780153493	30	16	0.00683022659510715	0.0191328636549688
ARGORNPROST.PWY..arginine..ornithine.and.proline.interconversion	Experiment	2	-0.569965087698924	0.194494576777794	30	5	0.00696259443358766	0.0194450835532628
PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I	Groups	DY	1.54215974761919	0.526969450181834	30	16	0.00703038336343549	0.0195756183472904
PWY.6703..preQ0.biosynthesis	Experiment	2	-1.0005446478952	0.343898493916001	30	30	0.0073245971142312	0.0203339561678657
PWY.2723..trehalose.degradation.V	Experiment	2	-0.719994097363913	0.249430614036434	30	5	0.0077375731547769	0.0214164971248289
PWY0.781..aspartate.superpathway	Experiment	2	-0.607611315951822	0.210608363196543	30	5	0.00776581474423802	0.0214308834188171
GLYCOCAT.PWY..glycogen.degradation.I..bacterial.	Experiment	2	-0.714503688311733	0.247902855203856	30	5	0.00781874637868855	0.0215131187342614
PWY.6143..CMP.pseudaminate.biosynthesis	Experiment	2	-1.60134399200116	0.556599067533334	30	11	0.00791621500296369	0.0217170500081305
KETOGLUCONMET.PWY..ketogluconate.metabolism	Experiment	3	1.19909615946795	0.417926350650764	30	8	0.00806637235658396	0.022063900857715
PWY.5676..acetyl.CoA.fermentation.to.butanoate.II	Experiment	3	-2.38598147504327	0.837532288878281	30	13	0.00846750346307722	0.0230931912629379
PWY.5005..biotin.biosynthesis.II	Experiment	3	-2.17489252336879	0.767335172784259	30	10	0.00876455224642629	0.0238334315472996
PWY.5189..tetrapyrrole.biosynthesis.II..from.glycine.	Experiment	2	-1.04736962105296	0.369802280517647	30	5	0.00880850313715851	0.0238831134622665
P4.PWY..superpathway.of.L.lysine..L.threonine.and.L.methionine.biosynthesis.I	Experiment	2	-0.63129081909559	0.223690756150474	30	5	0.00902217866080184	0.0243913551004236
PWY.6629..superpathway.of.L.tryptophan.biosynthesis	Experiment	2	-0.814831580838289	0.289704533434196	30	5	0.00922859601923407	0.0248770849214136
GOLPDLCAT.PWY..superpathway.of.glycerol.degradation.to.1.3.propanediol	Experiment	3	-1.24946470554167	0.448581917415816	30	5	0.00984408246318375	0.0264595280079795
CITRULBIO.PWY..L.citrulline.biosynthesis	Experiment	3	2.13318873712694	0.772711620656301	30	21	0.0104352130287445	0.0279285789164665
PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast.	Groups	DY	0.520231944395524	0.188488210270781	30	8	0.0104506940461617	0.0279285789164665
